,BIOEC_MMC,keywords
1155,1,sustainability reporting
1156,1,informes de sostenibilidad
1157,1,host cell protein
1158,1,proteína de la célula huésped
1159,1,single-cell protein
1160,1,proteína unicelular
1161,1,recombinant proteins
1162,1,proteínas recombinantes
1163,1,wastewater engineering
1164,1,ingeniería de aguas residuales
1165,1,food engineering
1166,1,ingeniería de alimentos
1167,1,proteomics
1168,1,proteómica
1169,1,bioprocess engineering
1170,1,ingeniería de bioprocesos
1171,1,bioproducts engineering
1172,1,ingeniería de bioproductos
1173,1,design engineering
1174,1,ingeniería de diseño
1175,1,production engineering
1176,1,ingeniería de producción
1177,1,product engineering
1178,1,ingeniería de producto
1179,1,biomaterials testing
1180,1,pruebas de biomateriales
1181,1,genomic testing
1182,1,pruebas genómicas
1183,1,tissue engineering
1184,1,ingeniería de tejidos
1185,1,protein purification
1186,1,purificación de proteínas
1187,1,bioinorganic chemistry
1188,1,química bioinorgánica
1189,1,chemical engineering
1190,1,ingeniería química
1191,1,polymerase chain reaction
1192,1,reacción en cadena de la polimerasa
1193,1,immunoscreening
1194,1,inmunodetección
1195,2,cancer immunotherapy
1196,2,inmunoterapia contra el cáncer
1197,1,business innovation
1198,1,innovación empresarial
1199,1,polymerase chain reaction (pcr)
1200,1,reacción en cadena de la polimerasa (pcr)
1201,1,biogas installations
1202,1,instalaciones de biogás
1203,1,biomass installations
1204,1,instalaciones de biomasa
1205,1,biomedical instrumentation
1206,1,instrumentación biomédica
1207,2,analytical chemistry instrumentation
1208,2,instrumentación de química analítica
1209,1,sustainable intensification
1210,1,intensificación sostenible
1211,1,reverse transcription polymerase chain reaction
1212,1,reacción en cadena de la polimerasa con transcripción inversa
1213,1,real-time polymerase chain reaction (qpcr)
1214,1,reacción en cadena de la polimerasa en tiempo real (qpcr)
1215,1,microbial interactions
1216,1,interacciones microbianas
1217,1,strategic sustainable investing
1218,1,inversión estratégica sostenible
1219,1,rural investment
1220,1,inversión rural
1221,1,investigation
1222,1,investigación
1223,1,laboratory investigation
1224,1,investigación de laboratorio
1225,1,rural research
1226,1,investigación rural
1227,1,research and development
1228,1,investigación y desarrollo
1229,1,biochemical reactors
1230,1,reactores bioquímicos
1231,1,operations management
1232,1,jefe de operaciones
1233,1,dna sequencing
1234,1,secuenciación del adn
1235,1,genome sequencing
1236,1,secuenciación del genoma
1237,1,food production
1238,1,la producción de alimentos
1239,1,crop production
1240,1,la producción de cultivos
1241,1,crop rotation
1242,1,la rotación de cultivos
1243,1,medical laboratory
1244,1,laboratorio médico
1245,1,sonoporation
1246,1,sonoporación
1247,1,sustainable tillage
1248,1,labranza sostenible
1249,1,subcloning
1250,1,subclonación
1251,1,basic molecular biology techniques
1252,1,técnicas básicas de biología molecular
1253,1,biotechnological techniques
1254,1,técnicas biotecnológicas
1255,1,molecular biological techniques
1256,1,técnicas de biología molecular
1257,1,laboratory-based techniques
1258,1,técnicas de laboratorio
1259,1,in vitro techniques
1260,1,técnicas in vitro
1261,1,fermentation technology
1262,1,tecnología de fermentación
1263,1,assisted reproductive technology
1264,1,tecnología de reproducción asistida
1265,1,post harvest technology
1266,1,tecnología poscosecha
1267,1,rna therapeutics
1268,1,terapéutica de arn
1269,1,bacterial therapy
1270,1,terapia bacteriana
1271,1,nucleic acid thermodynamics
1272,1,termodinámica del ácido nucleico.
1273,1,transcriptomics
1274,1,transcriptómica
1275,1,single-cell transcriptomics
1276,1,transcriptómica unicelular
1277,1,transfection
1278,1,transfección
1279,1,transfer dna
1280,1,transferir adn
1281,1,transposon
1282,1,transposón
1283,1,biocatalytic processes
1284,1,usando procesos biocatalíticos
1285,1,expression vector
1286,1,vector de expresión
1287,2,coal slurry
1288,2,lodo de carbón
1289,1,farming methods
1290,1,los métodos de cultivo
1291,1,macroeconomics
1292,1,macroeconómica
1293,1,xenobiology
1294,1,xenobiología
1295,1,crop management
1296,1,manejo de cultivos
1297,1,handling biochemical wastes
1298,1,manejo de desechos bioquímicos
1299,1,health management
1300,1,manejo de la salud
1301,1,sustainable forest management
1302,1,manejo forestal sostenible
1303,1,livestock management
1304,1,manejo ganadero
1305,1,integrated disease management
1306,1,manejo integrado de enfermedades
1307,1,integrated pest management
1308,1,manejo integrado de plagas
1309,1,equipment maintenance
1310,1,mantenimiento de equipo
1311,2,aquaculture pond maintaining
1312,2,mantenimiento de estanques de acuicultura
1313,2,biogas plant maintaining
1314,2,mantenimiento de plantas de biogás.
1315,1,sequencing
1316,1,secuenciación
1317,2,hachimoji dna
1318,2,adn de hachimoji
1319,2,dna ligase
1320,2,adn ligasa
1321,1,bioinstructive material
1322,1,material bioinstructivo
1323,2,recombinase polymerase amplification
1324,2,amplificación de la recombinasa polimerasa
1325,2,helicase-dependent amplification
1326,2,amplificación dependiente de helicasa
1327,2,ribosomal intergenic spacer analysis
1328,2,análisis del espaciador intergénico ribosómico.
1329,1,matlab
1330,2,analyse cell cultures
1331,2,analizar cultivos celulares.
1332,2,photo-reactive amino acid analog
1333,2,análogo de aminoácido fotorreactivo
1334,1,starch production mechanisms
1335,1,mecanismos de producción de almidón.
1336,1,specialty drugs
1337,1,medicamentos especializados
1338,1,precision medicine
1339,1,medicina de precisión
1340,1,personalized medicine
1341,1,medicina personalizada
1342,1,living medicine
1343,1,medicina viva
1344,1,sustainability measurement
1345,1,medición de la sostenibilidad
1346,1,forestry measurements
1347,1,mediciones forestales
1348,2,long non-coding rna
1349,2,arn largo no codificante
1350,1,biogas meter
1351,1,medidor de biogás
1352,2,biogas meter
1353,2,medidor de biogás
1354,2,operating biogas meter
1355,2,medidor de biogás en funcionamiento
1356,1,sustainable livelihood
1357,1,medios de vida sostenibles
1358,2,tumor-homing bacteria
1359,2,bacterias que se dirigen a los tumores
1360,1,optimization
1361,1,mejoramiento
1362,2,dna-encoded chemical library
1363,2,biblioteca química codificada por adn
1364,2,biochip
1365,2,moss bioreactor
1366,2,biorreactor de musgo
1367,1,energy market
1368,1,mercado energético
1369,1,sustainable markets
1370,1,mercados sostenibles
1371,2,fluorescent glucose biosensor
1372,2,biosensor de glucosa fluorescente
1373,2,chem-seq
1374,1,metagenics
1375,1,metagénica
1376,2,chip sequencing
1377,2,chip-seq
1378,1,sustainable development goals
1379,1,metas de desarrollo sostenible
1380,2,plant harvest methods
1381,2,métodos de cosecha de plantas.
1382,2,ta cloning
1383,2,clonación ta
1384,1,microbiological methods
1385,1,métodos microbiológicos
1386,1,sustainable metrics
1387,1,métricas sostenibles
1388,1,environmental mycology
1389,1,micología ambiental
1390,2,synchronous coefficient of drag alteration
1391,2,coeficiente sincrónico de alteración de arrastre.
1392,1,microalgae
1393,1,microalgas
1394,2,dna condensation
1395,2,condensación de adn
1396,1,microbiology
1397,1,microbiología
1398,1,aquatic microbiology
1399,1,microbiología acuática
1400,1,agricultural microbiology
1401,1,microbiología agrícola
1402,1,environmental microbiology
1403,1,microbiología ambiental
1404,1,applied microbiology
1405,1,microbiología aplicada
1406,1,clinical microbiology
1407,1,microbiología clínica
1408,1,soil microbiology
1409,1,microbiología del suelo
1410,2,fed-batch culture
1411,2,cultura por lotes alimentados
1412,2,high resolution melt
1413,2,derretimiento de alta resolución
1414,2,microphysiometry
1415,2,microfisiometría
1416,2,develop biocatalytic processes
1417,2,desarrollar procesos biocatalíticos.
1418,2,primer dimer
1419,2,dímero de imprimación
1420,2,drip-seq
1421,1,micronutrition
1422,1,micronutrición
1423,2,gene knock-in
1424,2,efecto genético
1425,1,pathogenic microorganisms
1426,1,microorganismos patógenos
1427,1,microbead
1428,1,microperlas
1429,2,gene electrotransfer
1430,2,electrotransferencia genética
1431,2,homing endonuclease
1432,2,endonucleasa dirigida
1433,2,cell culture assay
1434,2,ensayo de cultivo celular
1435,1,micro-sustainability
1436,1,microsostenibilidad
1437,1,data mining and knowledge discovery
1438,1,minería de datos y descubrimiento de conocimientos
1439,2,selection and amplification binding assay
1440,2,ensayo de unión de selección y amplificación.
1441,1,climate change mitigation
1442,1,mitigación del cambio climático
1443,2,high-performance integrated virtual environment
1444,2,entorno virtual integrado de alto rendimiento
1445,1,bioprocess modelling
1446,1,modelado de bioprocesos
1447,1,system modeling
1448,1,modelado de sistemas
1449,1,economic modeling
1450,1,modelado económico
1451,1,modeling and simulation
1452,1,modelado y simulación
1453,1,inclusive business model
1454,1,modelo de negocio inclusivo
1455,1,biodiversity monitoring
1456,1,monitoreo de la biodiversidad
1457,1,monitoring of environmental parameters
1458,1,monitoreo de parámetros ambientales.
1459,3,morpholino
1460,3,morfolino
1461,1,fish samples for diagnosis
1462,1,muestras de peces para diagnostico
1463,2,gene delivery
1464,2,entrega de genes
1465,2,rare-cutter enzyme
1466,2,enzima cortadora rara
1467,2,nicking enzyme
1468,2,enzima melladora
1469,2,biochemical analysis equipment
1470,2,equipo de análisis bioquímico
1471,2,substantial equivalence
1472,2,equivalencia sustancial
1473,2,streptamer
1474,2,estreptámero
1475,2,feasibility study on biomass system
1476,2,estudio de viabilidad del sistema de biomasa
1477,2,strep-tag
1478,2,etiqueta estreptocócica
1479,2,out of autoclave composite manufacturing
1480,2,fabricación de composites fuera de autoclave
1481,2,fermentation at production scale
1482,2,fermentación a escala de producción.
1483,1,sustainable business
1484,1,negocio sustentable
1485,2,nitrogen fertilisers
1486,2,fertilizantes nitrogenados
1487,2,photobiotin
1488,2,fotobiotina
1489,2,color genomics
1490,2,genómica del color
1491,2,snp genotyping
1492,2,genotipado de snp
1493,1,nutrition
1494,1,nutrición
1495,1,aquaculture nutrition
1496,1,nutrición acuícola
1497,1,animal nutrition
1498,1,nutrición animal
1499,1,nutrition of plant soil
1500,1,nutrición del suelo vegetal
1501,1,plant nutrition
1502,1,nutrición vegetal
1503,1,soil nutrient
1504,1,nutriente del suelo
1505,1,nutrigenomics
1506,1,nutrigenómica
1507,2,sustainable development goal
1508,2,objetivo de desarrollo sostenible
1541,2,rabbit hybridoma
1542,2,hibridoma de conejo
1543,1,oncogenomics
1544,1,oncogenómica
1545,2,genetically encoded voltage indicator
1546,2,indicador de voltaje codificado genéticamente.
1547,1,farming operations
1548,1,operaciones agrícolas
1549,1,production operations
1550,1,operaciones de producción
1551,1,health operations
1552,1,operaciones de salud
1553,1,safety operations
1554,1,operaciones de seguridad
1555,1,operate in different climatic situations
1556,1,operar en diferentes situaciones climáticas.
1557,1,operate biogas plant
1558,1,operar planta de biogás.
1559,1,bioprocess optimization
1560,1,optimización de bioprocesos
1561,1,process optimization
1562,1,optimización de procesos
1563,1,design optimization
1564,1,optimización del diseño
1565,2,optoelectrowetting
1566,2,optoelectrohumectación
1567,2,tnf inhibitor
1568,2,inhibidor del tnf
1569,2,protein–dna interaction
1570,2,interacción proteína-adn
1571,2,protein–protein interaction
1572,2,interacción proteína-proteína
1573,1,natural heritage
1574,1,patrimonio natural
1575,2,isoschizomer
1576,2,isosquizómero
1577,2,gene knockout
1578,2,knockout genético
1579,2,molecularlab
1580,2,laboratorio molecular
1581,2,split-intein circular ligation of peptides and proteins
1582,2,ligadura circular dividida entre péptidos y proteínas.
1583,2,smart ligand
1584,2,ligando inteligente
1585,2,list of homing endonuclease cutting sites
1586,2,lista de sitios de corte de endonucleasas localizadas
1587,1,permaculture
1588,1,permacultura
1589,1,fisheries
1590,1,pesca
1591,1,aquaculture fisheries
1592,1,pesca acuícola
1593,1,pharming (genetics)
1594,1,pharming (genética)
1595,2,stable isotope labeling by amino acids in cell culture
1596,2,marcado de isótopos estables por aminoácidos en cultivos celulares.
1597,2,molecular-weight size marker
1598,2,marcador de tamaño de peso molecular
1599,1,plant protection
1600,1,plan de proteccion
1601,1,forest management plans
1602,1,planes de manejo forestal
1603,1,biogas plant
1604,1,planta de biogás
1605,1,plants
1606,1,plantas
1607,1,tree population
1608,1,población de árboles
1609,1,energy poverty
1610,1,pobreza energética
1611,1,polycultures
1612,1,policultivos
1613,2,lipid bilayer mechanics
1614,2,mecánica de la bicapa lipídica.
1615,2,fermentation mechanisms of food
1616,2,mecanismos de fermentación de los alimentos.
1617,2,fermentation measures of food
1618,2,medidas de fermentación de los alimentos.
1619,1,environmental policy
1620,1,política de medio ambiente
1621,1,agricultural policies
1622,1,políticas agrícolas
1623,2,sustainable management policies
1624,2,políticas de gestión sostenible
1625,2,meganuclease
1626,2,meganucleasa
1627,1,sample preparation
1628,1,preparación de la muestra
1629,2,methods of microalgae production
1630,2,métodos de producción de microalgas.
1631,1,pollution prevention
1632,1,prevención de la contaminación
1633,1,economic forecasts
1634,1,previsiones económicas
1635,1,substitution principle
1636,1,principio de sustitución
1637,2,cellular microarray
1638,2,microarray celular
1639,2,sustainable agricultural production principles
1640,2,principios de producción agrícola sostenible
1641,2,minigene
1642,2,minigen
1643,2,knockout moss
1644,2,musgo knockout
1645,2,mutanome
1646,2,polyphosphate-accumulating organisms
1647,2,organismos acumuladores de polifosfatos
1648,1,food processing
1649,1,procesamiento de alimentos
1650,1,biomass processing
1651,1,procesamiento de biomasa
1652,1,biomedical signal processing
1653,1,procesamiento de señales biomédicas
1654,2,folate targeting
1655,2,orientación al folato
1656,2,crispr-display
1657,2,pantalla crispr
1658,2,rnase h-dependent pcr
1659,2,pcr dependiente de arnasa h
1660,1,process development
1661,1,proceso de desarrollo
1662,2,cold-pcr
1663,2,pcr en frío
1664,2,molecular glue
1665,2,pegamento molecular
1666,2,pegylation
1667,2,pegilación
1668,2,dna clamp
1669,2,pinza de adn
1670,2,pyrosequencing
1671,2,pirosecuenciación
1672,2,waste management processes
1673,2,procesos de gestión de residuos
1674,2,food production processes
1675,2,procesos de producción de alimentos
1676,1,starch production processes
1677,1,procesos de producción de almidón.
1678,1,sustainable agricultural production
1679,1,producción agrícola sostenible
1680,1,animal production
1681,1,producción animal
1682,1,biological hydrogen production
1683,1,producción biológica de hidrógeno.
1684,1,biofuel production
1685,1,producción de biocombustibles
1686,1,bioethanol production
1687,1,producción de bioetanol
1688,2,biohydrogen production
1689,2,producción de biohidrógeno
1690,2,biogas energy production
1691,2,producción de energía de biogás
1692,2,production of ethanol
1693,2,producción de etanol
1694,1,microalgae production
1695,1,producción de microalgas
1696,2,single-nucleotide polymorphism
1697,2,polimorfismo de nucleótido simple
1698,1,livestock productivity
1699,1,productividad ganadera
1700,1,green gross domestic product
1701,1,producto interno bruto verde
1702,2,yeast fermentation principles
1703,2,principios de fermentación de la levadura.
1704,2,coal combustion products
1705,2,productos de combustión de carbón
1706,2,fermentation procedures of food
1707,2,procedimientos de fermentación de los alimentos.
1708,1,plant propagation
1709,1,propagación de plantas
1710,1,intellectual property
1711,1,propiedad intelectual
1712,1,crop protection
1713,1,protección de cultivos
1714,1,biodiversity protecting
1715,1,protección de la biodiversidad
1716,2,wine fermentation process
1717,2,proceso de fermentación del vino.
1718,2,fermentation processes of food
1719,2,procesos de fermentación de los alimentos.
1720,1,proteins
1721,1,proteínas
1722,2,tac-promoter
1723,2,promotor táctico
1724,3,proteolysis targeting chimera
1725,3,proteólisis dirigida a quimera
1726,2,rapid antigen test
1727,2,prueba rápida de antígenos
1728,3,visible embryo project
1729,3,proyecto de embrión visible
1730,1,laboratory testing
1731,1,prueba de laboratorio
1732,1,genetic testing
1733,1,prueba genética
1734,2,lung-on-a-chip
1735,2,pulmón en un chip
1736,2,carry out cell culture analysis
1737,2,realizar análisis de cultivos celulares.
1738,1,diagnostic testing
1739,1,pruebas de diagnóstico
1740,2,perform a feasibility study on biomass systems
1741,2,realizar un estudio de viabilidad sobre sistemas de biomasa
1742,2,site-specific recombination
1743,2,recombinación específica del sitio
1744,2,single cell sequencing
1745,2,secuenciación de células individuales
1746,2,abi solid sequencing
1747,2,secuenciación de sólidos abi
1748,2,third-generation sequencing
1749,2,secuenciación de tercera generación
1750,1,chemistry
1751,1,química
1752,1,applied chemistry
1753,1,quimica aplicada
1754,2,whole genome sequencing
1755,2,secuenciación del genoma
1756,1,natural product chemistry
1757,1,química de productos naturales
1758,1,protein chemistry
1759,1,química de proteínas
1760,1,natural chemistry
1761,1,quimica natural
1762,2,genome sequencing
1763,2,secuenciación del genoma de especies en peligro de extinción.
1764,2,solid phase sequencing
1765,2,secuenciación en fase sólida
1766,2,single molecule fluorescent sequencing
1767,2,secuenciación fluorescente de una sola molécula.
1768,2,ion semiconductor sequencing
1769,2,secuenciación ion torrent
1770,2,dna separation by silica adsorption
1771,2,separación de adn por adsorción de sílice.
1772,2,dna‐templated organic synthesis
1773,2,síntesis orgánica con plantilla de adn
1774,2,vacuum dewatering system
1775,2,sistema de deshidratación al vacío
1776,1,land recycling
1777,1,reciclaje de tierras
1778,1,crop gathering
1779,1,recolección de cultivos
1780,2,artificially expanded genetic information system
1781,2,sistema de información genética ampliado artificialmente
1782,1,waste resources
1783,1,recursos desperdiciados
1784,1,reduce environmental impact on the surrounding area
1785,1,reducir el impacto ambiental en el entorno
1786,1,waste regulation
1787,1,regulación de residuos
1788,1,environmental remediation
1789,1,remediación ambiental
1790,1,crop yields
1791,1,rendimientos de los cultivos
1792,2,biogas plant repairing
1793,2,reparación de plantas de biogás.
1794,1,reforestation
1795,1,repoblación forestal
1796,1,animal reproduction
1797,1,reproducción animal
1798,1,biodegradable waste
1799,1,residuos biodegradables
1800,1,biochemical waste
1801,1,residuos bioquímicos
1802,1,animal feeds waste
1803,1,residuos de alimentos para animales
1804,1,waste from fish harvesting
1805,1,residuos de la pesca
1806,1,metabolic waste
1807,1,residuos metabólicos
1808,2,systemic change resistance
1809,2,resistencia al cambio sistémico
1810,1,corporate social responsibility
1811,1,responsabilidad social corporativa
1812,1,soil irrigation
1813,1,riego del suelo
1814,1,spray drying
1815,1,secado por aspersión
1816,2,smile-seq
1817,2,sonrisa-seq
1818,2,subtelomere
1819,2,subtelómero
1820,2,suppression subtractive hybridization
1821,2,supresión de hibridación sustractiva.
1822,2,bioremediation techniques
1823,2,técnicas de biorremediación
1824,2,techniques of microalgae production
1825,2,técnicas de producción de microalgas.
1826,2,tk cell therapy
1827,2,terapia con células tk
1828,2,gene therapy
1829,2,terapia de genes
1830,2,spatial transcriptomics
1831,2,transcriptómica espacial
1832,2,magnet-assisted transfection
1833,2,transfección asistida por imán
1834,2,transfer dna binary system
1835,2,transferir sistema binario de adn.
1836,1,carbon sequestration
1837,1,secuestro de carbón
1838,1,fisheries monitoring
1839,1,seguimiento de la pesca
1840,1,food security
1841,1,seguridad alimentaria
1842,2,dna field-effect transistor
1843,2,transistor de efecto de campo de adn
1844,1,sawdust
1845,1,serrín
1846,1,agricultural services
1847,1,servicios agrícolas
1848,1,ecosystem services
1849,1,servicios de ecosistema
1850,1,forestry
1851,1,silvicultura
1852,1,bioprocess simulation
1853,1,simulación de bioprocesos
1854,1,process simulation
1855,1,simulación de procesos
1856,2,matlab simulation
1857,2,simulaciónmatlab
1858,1,organic synthesis
1859,1,síntesis orgánica
1860,2,vectors in gene therapy
1861,2,vectores en terapia génica
1862,1,agri-food system
1863,1,sistema agroalimentario
1864,2,agroforestry system
1865,2,sistema agroforestal
1866,2,biogas system
1867,2,sistema de biogás
1868,1,biomass system
1869,1,sistema de biomasa
1870,2,next generation sequencing
1871,2,secuenciación de próxima generación
1872,3,allo-715
1873,3,alo-715
1874,1,food systems
1875,1,sistemas alimentarios
1876,1,aquaculture systems
1877,1,sistemas de acuicultura
1878,1,food-energy systems
1879,1,sistemas de energía alimentaria
1880,1,renewable energy systems
1881,1,sistemas de energía renovable
1882,1,solar power systems
1883,1,sistemas de energía solar
1884,1,delivery systems
1885,1,sistemas de entrega
1886,1,natural gas systems
1887,1,sistemas de gas natural
1888,1,production systems
1889,1,sistemas de producción
1890,1,dynamic systems
1891,1,sistemas dinámicos
1892,1,plant systematics
1893,1,sistemática vegetal
1894,1,nature based solutions
1895,1,soluciones basadas en la naturaleza
1896,1,climate solutions
1897,1,soluciones climáticas
1901,1,sustain bio-diversity
1902,1,sostener la biodiversidad
1903,1,sustainability
1904,1,sostenibilidad
1905,1,computational sustainability
1906,1,sostenibilidad computacional
1907,1,environmental sustainability
1908,1,sostenibilidad del medio ambiente
1909,1,urban sustainability
1910,1,sostenibilidad urbana
1911,3,biocyc database collection
1912,3,colección de bases de datos biocyc
1913,3,function-spacer-lipid kode construct
1914,3,construcción kode función-espaciador-lípido
1915,1,soil
1916,1,suelo
1917,3,ecori
1920,1,plant taxonomy
1921,1,taxonomía vegetal
1922,3,eftilagimod alpha
1923,3,eftilagimod alfa
1924,3,flap endonuclease
1925,3,endonucleasa de colgajo
1928,3,exposome
1929,3,exposoma
1932,1,decontamination techniques
1933,1,técnicas de descontaminación
1934,1,waste disposal techniques
1935,1,técnicas de eliminación de residuos
1939,1,climate tech
1940,1,tecnología climática
1941,1,bioprocess technology
1942,1,tecnología de bioprocesos
1943,1,biomass fuel technology
1944,1,tecnología de combustible de biomasa
1945,3,list of restriction enzyme cutting sites
1946,3,lista de sitios de corte de enzimas de restricción
1947,1,food technology
1948,1,tecnología de los alimentos
1949,1,microalgae technology
1950,1,tecnología de microalgas
1951,2,green chemistry technology
1952,2,tecnología de química verde
1953,3,list of restriction enzyme cutting sites: a
1954,3,lista de sitios de corte de enzimas de restricción: a
1955,1,biofuel energy technology
1956,1,tecnología energética de biocombustibles
1957,1,technology for renewable energy
1958,1,tecnología para energías renovables
1959,3,list of restriction enzyme cutting sites: ba–bc
1960,3,lista de sitios de corte de enzimas de restricción: ba – bc
1961,1,green technology
1962,1,tecnología verde
1963,1,renewable energy technologies
1964,1,tecnologías de energías renovables
1965,1,hydrogen technologies
1966,1,tecnologías de hidrógeno
1967,3,list of restriction enzyme cutting sites: bd–bp
1968,3,lista de sitios de corte de enzimas de restricción: bd-bp
1969,1,antisense therapy
1970,1,terapia antisentido
1971,3,list of restriction enzyme cutting sites: bsa–bso
1972,3,lista de sitios de corte de enzimas de restricción: bsa – bso
1973,1,cell therapy
1974,1,terapia celular
1981,1,gene therapies
1982,1,terapias genéticas
1995,3,nb.bbvci
1996,3,neoepitope
1997,3,neoepítopo
1998,3,nlaiii
1999,3,zinc finger nuclease
2000,3,nucleasa de dedos de zinc
2001,1,biological wastewater treatment
2002,1,tratamiento biológico de aguas residuales
2003,1,wastewater treatment
2004,1,tratamiento de aguas residuales
2005,2,municipal wastewater treatment
2006,2,tratamiento de aguas residuales municipales
2007,1,water and wastewater treatment
2008,1,tratamiento de aguas y aguas residuales
2009,1,waste treatment
2010,1,tratamiento de desechos
2011,1,product traceability
2012,1,trazabilidad del producto
2017,3,aminoallyl nucleotide
2018,3,nucleótido aminoalilo
2019,1,sustainable energy use
2020,1,uso sostenible de la energía
2021,1,sustainable land use
2022,1,uso sostenible de la tierra
2023,1,co-products valorization
2024,1,valorización de coproductos
2025,1,by-products valorization
2026,1,valorización de subproductos
2027,3,lysozyme pegylation
2028,3,pegilación de lisozima
2029,3,fermentation processes of beverages
2030,3,procesos de fermentación de bebidas.
2031,3,pubgene
2032,3,virotherapy
2033,3,viroterapia
2034,2,oncolytic herpes virus
2035,2,virus del herpes oncolítico
2036,1,plant virus
2037,1,virus vegetal
2038,1,vitamins
2039,1,vitaminas
2040,3,pvsripo
2041,1,bioresources
2042,1,biorrecursos
2043,1,sustainable resource management
2044,1,gestión sostenible de recursos
2045,1,green chemistry
2046,1,química verde
2047,1,biogenic resources
2048,1,recursos biogénicos
2049,1,biocultural asset
2050,1,activo biocultural
2051,1,bioregion
2052,1,bird biodiversity
2053,1,biodiversidad de aves
2054,1,bird tourism
2055,1,aviturismo
2056,1,bird watching
2057,1,observación de aves
2058,1,blue destiny
2059,1,destino azul
2060,1,blue infrastructure
2061,1,infraestructura azul
2062,1,community ecosystem monitoring network
2063,1,red de monitoreo comunitario de ecosistemas
2064,1,community tourism
2065,1,turismo comunitario
2066,1,conscious travel
2067,1,viaje consciente
2068,1,ecological values
2069,1,valores ecológicos
2070,1,ecotourism
2071,1,ecoturismo
2072,1,ecotourism services value chain
2073,1,cadena de valor de servicios ecoturísticos
2074,1,environmental awareness
2075,1,sensibilización ambiental
2076,1,environmental compensation
2077,1,compensación ambiental
2078,1,environmental conservation
2079,1,conservacion medioambiental
2080,1,environmental footprint
2081,1,huella ambiental
2082,1,environmental impact
2083,1,impacto ambiental
2084,1,environmental liability management
2085,1,gestión de pasivos ambientales
2086,1,environmental performance of tourism
2087,1,desempeño ambiental del turismo
2088,1,environmental responsibility
2089,1,responsabilidad ambiental
2090,1,environmental values
2091,1,valores ambientales
2092,1,governance for sustainable tourism
2093,1,gobernanza para el turismo sostenible
2094,1,green infrastructure
2095,1,infraestructura verde
2096,1,green tourism industry
2097,1,industria turística verde
2098,1,herpet observation
2099,1,observación de herpetos
2100,1,innovative destination
2101,1,destino innovador
2102,1,innovative tourism offer
2103,1,oferta innovadora de turismo
2104,1,innovative tourism products
2105,1,Productos turísticos innovadores
2106,1,intangible cultural heritage
2107,1,patrimonio cultural inmaterial
2108,1,loading capacity
2109,1,capacidad de carga
2110,1,local communities
2111,1,comunidades locales
2112,1,low carbon tourism offer
2113,1,oferta turística baja en carbono
2114,1,mitigation of the environmental footprint of tourism
2115,1,mitigación de la huella ambiental del turismo
2116,1,national heritage
2117,1,patrimonio nacional
2118,1,natural capital
2119,1,capital natural
2120,1,natural goods
2121,1,bienes naturales
2122,1,natural parks
2123,1,parques naturales
2124,1,natural reserve
2125,1,reserva natural
2126,1,natural tourist attraction
2127,1,atractivo turistico natural
2128,1,natural wealth
2129,1,riqueza natural
2130,1,nature scientific tourism
2131,1,turismo científico de naturaleza
2132,1,nature tourism
2133,1,turismo de naturaleza
2134,1,nature-focused tourism experiences
2135,1,experiencias turísticas centradas en la naturaleza
2136,1,plastic-free tourist destination
2137,1,destino turístico libre de plásticos
2138,1,protected natural area
2139,1,área natural protegida
2140,1,provision of ecosystem services
2141,1,provisión de servicios ecosistémicos
2142,1,regenerative tourism
2143,1,turismo regenerativo
2144,1,regional tourist narrative
2145,1,narrativa turística regional
2146,1,resilient tourist destination
2147,1,destino turistico resiliente
2148,1,responsible resource management
2149,1,gestión responsable de los recursos
2150,1,risk management for sustainable tourism
2151,1,gestión del riesgo para el turismo sostenible
2152,1,routes supported by natural capital
2153,1,rutas sustentadas en capital natural
2154,1,scientific nature tourism
2155,1,turismo cientifico de naturaleza
2156,3,human hgf plasmid dna therapy
2157,3,terapia de adn con plásmido hgf humano
2158,1,sewage treatment
2159,1,smart sustainable tourism
2160,1,turismo sostenible inteligente
2161,1,smart tourist destination
2162,1,destino turistico inteligente
2163,1,social inclusion
2164,1,inclusión social
2165,1,sociocultural integrity
2166,1,a integridad sociocultural
2167,1,solid waste management
2168,1,manejo de residuos sólidos
2169,1,specialized nature tourism
2170,1,turismo de naturaleza especializado
2171,1,strategic ecosystems
2172,1,ecosistemas estratégicos
2173,1,sustainability of attractions
2174,1,sostenibilidad de atractivos
2175,1,sustainability of the tourism value chain
2176,1,sostenibilidad de la cadena de valor del turismo
2177,1,sustainability of tourist destination
2178,1,sostenibilidad de destino turístico
2179,1,sustainable consumption
2180,1,consumo sostenible
2181,1,sustainable infrastructure
2182,1,infraestructura sostenible
2183,1,sustainable practices
2184,1,prácticas sostenibles
2185,1,sustainable specialized tourism product
2186,1,producto turístico especializado sustentable
2187,1,turismo sostenible
2188,1,sustainable tourism business
2189,1,negocio turístico sostenible
2190,1,sustainable tourism indicators
2191,1,indicadores de turismo sostenible
2192,1,sustainable tourism investment
2193,1,inversión turística sostenible
2194,1,sustainable tourism management
2195,1,gestión del turismo sostenible
2196,1,sustainable tourism offer
2197,1,oferta turística sostenible
2198,1,sustainable tourism production
2199,1,producción sostenible del turismo
2200,1,sustainable tourism products
2201,1,Productos turísticos sostenibles
2202,1,sustainable tourism project
2203,1,proyecto turístico sostenible
2204,1,sustainable tourism quality
2205,1,calidad turística sostenible
