BIOEC_BAG,BIOEC_MMC,data_type,sectors,skill_category,keyword_en_ori,keyword_en_mod,keyword_en_minusc,keyword_es,keyword_es_minusc,keyword_pt_minusc,keyword_top,source,Comment,hub_challenge
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: Bst–Bv,,list of restriction enzyme cutting sites: bst–bv,Lista de sitios de corte de enzimas de restricción: Bst – Bv,lista de sitios de corte de enzimas de restricción: bst – bv,lista de locais de corte de enzimas de restrição: bst – bv,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_Bst–Bv,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: C–D,,list of restriction enzyme cutting sites: c–d,Lista de sitios de corte de enzimas de restricción: C – D,lista de sitios de corte de enzimas de restricción: c – d,lista de locais de corte de enzimas de restrição: c – d,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_C–D,,
,1,,Salud,Técnica especializada,List of gene therapies,gene therapies,gene therapies,terapias genéticas,terapias genéticas,terapias genéticas,,http://dbpedia.org/resource/List_of_gene_therapies,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: E–F,,list of restriction enzyme cutting sites: e–f,Lista de sitios de corte de enzimas de restricción: E – F,lista de sitios de corte de enzimas de restricción: e – f,lista de locais de corte de enzimas de restrição: e – f,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_E–F,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: G–K,,list of restriction enzyme cutting sites: g–k,Lista de sitios de corte de enzimas de restricción: G – K,lista de sitios de corte de enzimas de restricción: g – k,lista de locais de corte de enzimas de restrição: g – k,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_G–K,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: L–N,,list of restriction enzyme cutting sites: l–n,Lista de sitios de corte de enzimas de restricción: L – N,lista de sitios de corte de enzimas de restricción: l – n,lista de locais de corte de enzimas de restrição: l – n,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_L–N,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: O–R,,list of restriction enzyme cutting sites: o–r,Lista de sitios de corte de enzimas de restricción: O – R,lista de sitios de corte de enzimas de restricción: o – r,lista de locais de corte de enzimas de restrição: o – r,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_O–R,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: S,,list of restriction enzyme cutting sites: s,Lista de sitios de corte de enzimas de restricción: S,lista de sitios de corte de enzimas de restricción: s,lista de locais de corte de enzimas de restrição: s,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_S,,
,3,,Biotecnología,Técnica especializada,List of restriction enzyme cutting sites: T–Z,,list of restriction enzyme cutting sites: t–z,Lista de sitios de corte de enzimas de restricción: T – Z,lista de sitios de corte de enzimas de restricción: t – z,lista de locais de corte de enzimas de restrição: t – z,,http://dbpedia.org/resource/List_of_restriction_enzyme_cutting_sites:_T–Z,,
,0,,,,Water industry,,water industry,Industria del agua,industria del agua,,,http://dbpedia.org/resource/Water_industry,,
,0,,,,WiCell,,wicell,WiCell,wicell,,,http://dbpedia.org/resource/WiCell,,
,3,,Biotecnología,Técnica especializada,Nb.BbvCI,,nb.bbvci,Nb.BbvCI,nb.bbvci,nb.bbvci,,http://dbpedia.org/resource/Nb.BbvCI,,
,3,,Biotecnología,Técnica especializada,Neoepitope,,neoepitope,neoepítopo,neoepítopo,neoepítopo,,http://dbpedia.org/resource/Neoepitope,,
,3,,Biotecnología,Técnica especializada,NlaIII,,nlaiii,NlaIII,nlaiii,nlaiii,,http://dbpedia.org/resource/NlaIII,,
,3,,Biotecnología,Técnica especializada,Zinc finger nuclease,,zinc finger nuclease,Nucleasa de dedos de zinc,nucleasa de dedos de zinc,nuclease dedo de zinco,,http://dbpedia.org/resource/Zinc_finger_nuclease,,
1,0,,,,Wildlife Biology,,wildlife biology,Biología de la vida silvestre,biología de la vida silvestre,,,ResearchGate,,
2,1,,Residuos,Básica general,Biological Wastewater Treatment,,biological wastewater treatment,Tratamiento biológico de aguas residuales,tratamiento biológico de aguas residuales,tratamento biológico de águas residuais,,ResearchGate,,
,1,,Residuos,Técnica especializada,Carry out waste water treatment,wastewater treatment,wastewater treatment,tratamiento de aguas residuales,tratamiento de aguas residuales,tratamento de água poluída,,deloitte_2022_bioeconomy_skills,,
,2,,Residuos,Técnica especializada,Municipal wastewater treatment energy management,municipal wastewater treatment,municipal wastewater treatment,tratamiento de aguas residuales municipales,tratamiento de aguas residuales municipales,tratamento de águas residuais municipais,,http://dbpedia.org/resource/Municipal_wastewater_treatment_energy_management,,
1,1,,Transversal,Técnica especializada,Water and Wastewater Treatment,,water and wastewater treatment,Tratamiento de Aguas y Aguas Residuales,tratamiento de aguas y aguas residuales,tratamento de água e esgoto,,ResearchGate,,
,1,,Residuos,Técnica especializada,Hazardous waste treatment,waste treatment,waste treatment,tratamiento de desechos,tratamiento de desechos,tratamento de esgoto,,deloitte_2022_bioeconomy_skills,,
,1,,Transversal,Técnica especializada,Product traceability,,product traceability,Trazabilidad del producto,trazabilidad del producto,rastreabilidade do produto,,https://www.mdpi.com/2071-1050/14/15/9607,(a) Bioeconomy Skills—Agriculture,
,1,,Transversal,Sostenibilidad,Triple top line,,triple top line,Triple línea superior,triple línea superior,linha superior tripla,,http://dbpedia.org/resource/Triple_top_line,,
,1,,Transversal,Sostenibilidad,Triple bottom line,,triple bottom line,Triple resultado final,triple resultado final,resultado triplo,,http://dbpedia.org/resource/Triple_bottom_line,,
,3,,Biotecnología,Técnica especializada,Aminoallyl nucleotide,,aminoallyl nucleotide,nucleótido aminoalilo,nucleótido aminoalilo,nucleotídeo aminoalil,,http://dbpedia.org/resource/Aminoallyl_nucleotide,,
,1,,Energía,Técnica especializada,Encouraging sustainable energy use,sustainable energy use,sustainable energy use,uso sostenible de la energía,uso sostenible de la energía,uso sustentável de energia,,deloitte_2022_bioeconomy_skills,,
,1,,Agro,Sostenibilidad,sustainable land use,,sustainable land use,uso sostenible de la tierra,uso sostenible de la tierra,uso sustentável da terra,,,,
,0,,,,Wind power industry,,wind power industry,Industria de la energía eólica,industria de la energía eólica,,,http://dbpedia.org/resource/Wind_power_industry,,
,1,,Transversal,Técnica especializada,Co-products valorization,,co-products valorization,Valorización de coproductos,valorización de coproductos,valorização de coprodutos,,https://www.mdpi.com/2071-1050/14/15/9607,Table A1. Sustainability skills.,
,1,,Transversal,Técnica especializada,By-products valorization,,by-products valorization,Valorización de subproductos,valorización de subproductos,valorização de subprodutos,,https://www.mdpi.com/2071-1050/14/15/9607,Table A1. Sustainability skills.,
,3,,Biotecnología,Técnica especializada,Lysozyme PEGylation,,lysozyme pegylation,Pegilación de lisozima,pegilación de lisozima,peguilação de lisozima,,http://dbpedia.org/resource/Lysozyme_PEGylation,,
,3,,Biotecnología,Técnica especializada,Fermentation processes of beverages,,fermentation processes of beverages,Procesos de fermentación de bebidas.,procesos de fermentación de bebidas.,processos de fermentação de bebidas,,deloitte_2022_bioeconomy_skills,,
,3,Company,Biotecnología,Técnica especializada,PubGene,,pubgene,PubGene,pubgene,pubgene,,http://dbpedia.org/resource/PubGene,,
,0,,,,Women Engage for a Common Future,,women engage for a common future,Las mujeres se comprometen por un futuro común,las mujeres se comprometen por un futuro común,,,http://dbpedia.org/resource/Women_Engage_for_a_Common_Future,,
,3,,Salud,Técnica especializada,Virotherapy,,virotherapy,viroterapia,viroterapia,viroterapia,,http://dbpedia.org/resource/Virotherapy,,
,0,,,,Woollen industry in Wales,,woollen industry in wales,Industria de la lana en Gales,industria de la lana en gales,,,http://dbpedia.org/resource/Woollen_industry_in_Wales,,
,2,,Salud,Técnica especializada,Oncolytic herpes virus,,oncolytic herpes virus,virus del herpes oncolítico,virus del herpes oncolítico,herpes vírus oncolítico,,http://dbpedia.org/resource/Oncolytic_herpes_virus,,
,0,,,,Work related calculations carrying out in agriculture,,work related calculations carrying out in agriculture,Cálculos relacionados con el trabajo realizados en la agricultura.,cálculos relacionados con el trabajo realizados en la agricultura.,,,deloitte_2022_bioeconomy_skills,,
1,1,,Biotecnología,Técnica especializada,Plant Genetics,,plant genetics,Genética Vegetal,genética vegetal,genética de plantas,,ResearchGate,,
,0,,,,World Business Council for Sustainable Development,,world business council for sustainable development,Consejo Empresarial Mundial para el Desarrollo Sostenible,consejo empresarial mundial para el desarrollo sostenible,,,http://dbpedia.org/resource/World_Business_Council_for_Sustainable_Development,,
1,1,,Transversal,Técnica especializada,Vitamins,,vitamins,vitaminas,vitaminas,vitaminas,,ResearchGate,,
,3,,Biotecnología,Técnica especializada,PVSRIPO,,pvsripo,PVSRIPO,pvsripo,pvsripo,,http://dbpedia.org/resource/PVSRIPO,,
,0,,,,World Institute of Sustainable Development Planners,,world institute of sustainable development planners,Instituto Mundial de Planificadores del Desarrollo Sostenible,instituto mundial de planificadores del desarrollo sostenible,,,http://dbpedia.org/resource/World_Institute_of_Sustainable_Development_Planners,,
,0,Substance or compound,,,ZMapp,,zmapp,ZMapp,zmapp,,,http://dbpedia.org/resource/ZMapp,,
,0,,,,cosmetic,,cosmetic,cosmética,cosmética,,,Linkedin,,
,1,,Transversal,Sostenibilidad,,,bioresources,,biorrecursos,recursos biológicos,1,https://www.linkedin.com/company/circular-bioeconomy-research-group-circbio/,,
,1,,Transversal,Sostenibilidad,,,sustainable resource management,,gestión sostenible de recursos,gestão sustentável de recursos,,https://www.linkedin.com/company/circular-bioeconomy-research-group-circbio/,,
,1,,Transversal,Técnica especializada,,,green chemistry,,química verde,Química verde,,https://www.linkedin.com/company/circular-bioeconomy-research-group-circbio/,,
,1,,Transversal,Sostenibilidad,,,biogenic resources,,recursos biogénicos,recursos biogênicos,,I.Humboldt,,
,0,,Residuos,,Tailings,,tailings,Relaves,relaves,,,https://dbpedia.org/page/Waste,,
,1,,Turismo,Técnica especializada,,biocultural asset,biocultural asset,,activo biocultural,ativo biocultural,,I.Humboldt,,
,1,,Turismo,Sostenibilidad,,biodiversity conservation,biodiversity conservation,,conservación de la biodiversidad,conservação da Biodiversidade,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,bioregion,bioregion,,bioregion,biorregião,1,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
1,1,,Turismo,Técnica especializada,Bird Biodiversity,,bird biodiversity,,biodiversidad de aves,biodiversidade de aves,,ResearchGate,,
,1,,Turismo,Técnica especializada,,bird tourism,bird tourism,,aviturismo,turismo de aves,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,bird watching,bird watching,,observación de aves,observação de pássaros,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,blue destiny,blue destiny,,destino azul,destino azul,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,blue infrastructure,blue infrastructure,,infraestructura azul,infraestrutura azul,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,community ecosystem monitoring network,community ecosystem monitoring network,,red de monitoreo comunitario de ecosistemas,rede comunitária de monitoramento de ecossistemas,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,community tourism,community tourism,,turismo comunitario,turismo comunitário,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,conscious travel,conscious travel,,viaje consciente,viagem consciente,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,ecological values,ecological values,,valores ecológicos,valores ecológicos,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,ecotourism,ecotourism,,ecoturismo,ecoturismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,0,,Agro,,Animal care and animal welfare during transport and production,,animal care and animal welfare during transport and production,Cuidado y bienestar animal durante el transporte y la producción.,cuidado y bienestar animal durante el transporte y la producción.,,,https://www.mdpi.com/2071-1050/14/15/9607,(a) Bioeconomy Skills—Agriculture,
,1,,Turismo,Técnica especializada,,ecotourism services value chain,ecotourism services value chain,,cadena de valor de servicios ecoturísticos,cadeia de valor dos serviços de ecoturismo,,I.Humboldt,,
,1,,Turismo,Sostenibilidad,,energy efficiency,energy efficiency,,eficiencia energética,eficiência energética,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental awareness,environmental awareness,,sensibilización ambiental,consciência ambiental,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental compensation,environmental compensation,,compensación ambiental,compensação ambiental,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental conservation,environmental conservation,,conservacion medioambiental,conservação ambiental,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental footprint,environmental footprint,,huella ambiental,pegada ecológica,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental impact,environmental impact,,impacto ambiental,impacto ambiental,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental liability management,environmental liability management,,gestión de pasivos ambientales,gestão de passivo ambiental,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,environmental performance of tourism,environmental performance of tourism,,desempeño ambiental del turismo,desempenho ambiental do turismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental responsibility,environmental responsibility,,responsabilidad ambiental,responsabilidade ambiental,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,environmental values,environmental values,,valores ambientales,valores ambientais,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,governance for sustainable tourism,governance for sustainable tourism,,gobernanza para el turismo sostenible,governança para o turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
1,1,,Turismo,Sostenibilidad,Green Building,,green building,,edificio verde,construção verde,,ResearchGate,,
,1,,Turismo,Sostenibilidad,,green infrastructure,green infrastructure,,infraestructura verde,infraestrutura verde,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,green tourism industry,green tourism industry,,industria turística verde,indústria do turismo verde,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,herpet observation,herpet observation,,observación de herpetos,observação de herpets,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,innovative destination,innovative destination,,destino innovador,destino inovador,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,innovative tourism offer,innovative tourism offer,,oferta innovadora de turismo,oferta turística inovadora,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,Innovative tourism products ,innovative tourism products ,,Productos turísticos innovadores ,produtos turísticos inovadores ,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,intangible cultural heritage,intangible cultural heritage,,patrimonio cultural inmaterial,herança cultural intangível,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,Loading capacity,loading capacity,,capacidad de carga,capacidade de carregamento,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,local communities,local communities,,comunidades locales,comunidades locais,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,low carbon tourism offer,low carbon tourism offer,,oferta turística baja en carbono,oferta de turismo de baixo carbono,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,mitigation of the environmental footprint of tourism,mitigation of the environmental footprint of tourism,,mitigación de la huella ambiental del turismo,mitigação da pegada ambiental do turismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,National Heritage,national heritage,,patrimonio nacional,património nacional,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,natural capital,natural capital,,capital natural,capital natural,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,natural goods,natural goods,,bienes naturales,bens naturais,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,natural heritage,natural heritage,,patrimonio natural,herança natural,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,natural parks,natural parks,,parques naturales,parques naturais,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,natural reserve,natural reserve,,reserva natural,Reserva natural,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,natural tourist attraction,natural tourist attraction,,atractivo turistico natural,atração turística natural,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,natural wealth,natural wealth,,riqueza natural,riqueza natural,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,nature scientific tourism,nature scientific tourism,,turismo científico de naturaleza,turismo científico de natureza,1,I.Humboldt,,
,1,,Turismo,Técnica especializada,,nature tourism,nature tourism,,turismo de naturaleza,turismo de natureza,1,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,nature-focused tourism experiences,nature-focused tourism experiences,,experiencias turísticas centradas en la naturaleza,experiências turísticas focadas na natureza,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,plastic-free tourist destination,plastic-free tourist destination,,destino turístico libre de plásticos,destino turístico sem plástico,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,protected natural area,protected natural area,,área natural protegida,área natural protegida,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,provision of ecosystem services,provision of ecosystem services,,provisión de servicios ecosistémicos,prestação de serviços ecossistêmicos,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,regenerative tourism,regenerative tourism,,turismo regenerativo,turismo regenerativo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,regional tourist narrative,regional tourist narrative,,narrativa turística regional,narrativa turística regional,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,resilient tourist destination,resilient tourist destination,,destino turistico resiliente,destino turístico resiliente,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Básica general,,responsible resource management,responsible resource management,,gestión responsable de los recursos,gestão responsável de recursos,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,risk management for sustainable tourism,risk management for sustainable tourism,,gestión del riesgo para el turismo sostenible,gestão de riscos para o turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,routes supported by natural capital,routes supported by natural capital,,rutas sustentadas en capital natural,rotas apoiadas pelo capital natural,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,scientific nature tourism,scientific nature tourism,,turismo cientifico de naturaleza,turismo científico de natureza,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,3,,Biotecnología,Técnica especializada,Human HGF plasmid DNA therapy,,human hgf plasmid dna therapy,Terapia de ADN con plásmido HGF humano,terapia de adn con plásmido hgf humano,terapia de DNA de plasmídeo hgf humano,,http://dbpedia.org/resource/Human_HGF_plasmid_DNA_therapy,,
,1,,Turismo,Sostenibilidad,,sewage treatment,sewage treatment,,tratamiento de aguas residuales,tratamento de esgoto,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,smart sustainable tourism,smart sustainable tourism,,turismo sostenible inteligente,turismo sustentável inteligente,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,smart tourist destination,smart tourist destination,,destino turistico inteligente,destino turístico inteligente,,https://www.segittur.es/destinos-turisticos-inteligentes/proyectos-destinos/destinos-turisticos-inteligentes/,,
,1,,Turismo,Básica general,,social inclusion,social inclusion,,inclusión social,inclusão social,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,sociocultural integrity,sociocultural integrity,,a integridad sociocultural,integridade sociocultural,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,solid waste management,solid waste management,,manejo de residuos sólidos,gestão de resíduos sólidos,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,specialized nature tourism ,specialized nature tourism ,,turismo de naturaleza especializado ,turismo de natureza especializado ,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,strategic ecosystems,strategic ecosystems,,ecosistemas estratégicos,ecossistemas estratégicos,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
